Blog_ID,Blogger_Name,Blog_Title,Destination,Days_to_Plan,Blog_Post_Date,Average_Blog_Rating,Trip_Cost_Saved($),Readers_Count,Helpfulness_Score,Blog_Length(Words),Transportation_Mode,Average_Trip_Duration(Days),Traveler_Age_Group,Blog_Category,Likes_Count,Comments_Count,Average_Time_Spent_Reading(Minutes),Country,Traveler_Economy_Status($),Video_Blogging,User_Planned_Trip
7686,Robert Robinson,Popular sound worry rise suddenly item receive window.,East Emma,1,2021-10-22,2.44,438.63,2266,4.29,541,Flight,7,46-60,Cultural,1271,426,25,Antigua and Barbuda,276947.3,Yes,Yes
7687,Luke Tapia,Item true foot eye impact determine fund.,West Adrian,2,2020-10-21,2.45,384.69,4535,3.66,1729,Train,14,46-60,Luxury,1905,90,29,Portugal,878515.57,Yes,No
7688,Latoya Singleton,None kid strategy ball.,Tracihaven,20,2024-03-22,2.34,340.28,2244,9.17,2511,Flight,7,60+,Budget,1382,141,3,Namibia,249769.04,Yes,Yes
7689,Christopher Nguyen,Effort through tree culture simply.,Ryanchester,16,2020-01-13,4.99,484.41,2866,9.92,1460,Train,13,18-25,Cultural,313,57,22,Svalbard & Jan Mayen Islands,633538.66,Yes,Yes
7690,Donna Allen,Focus save tonight ever.,West Kristinfort,10,2020-10-05,1.39,346.59,4809,3.75,570,Car,8,46-60,Romantic,1929,223,26,Portugal,827414.9,No,Yes
7691,Amy Munoz MD,Total may against pay car quite region.,Cliffordshire,1,2020-12-15,3.72,404.06,3455,8.85,1011,Car,8,46-60,Luxury,1283,131,18,Niue,105749.6,No,Yes
7692,Robert Hughes,Him business say forget those ready owner moment.,Lake Kimberlyhaven,18,2024-05-28,3.28,233.14,4165,6.57,1565,Bicycle,11,60+,Adventure,1765,341,14,Liechtenstein,332061.63,No,Yes
7693,Morgan Keller,Message wear really language analysis card.,Erikabury,15,2021-03-23,4.99,289.98,2324,2.01,685,Flight,9,60+,Luxury,420,65,15,Dominica,536726.03,No,No
7694,Rhonda Wagner,Hold rock check now.,North Brianfort,10,2023-11-10,4.27,449.14,2395,6.74,901,Bus,3,46-60,Family,1809,450,19,China,544267.39,No,Yes
7695,Jeffery Martinez,Nor join democratic your agency condition thought.,Lisaview,9,2023-10-29,4.51,424.13,3148,8.92,2816,Flight,6,46-60,Adventure,1660,480,26,Finland,57758.72,No,Yes
7696,Phillip Brown,Woman book beautiful finish appear why.,North Robert,19,2024-09-16,4.1,332.11,737,3.11,1775,Bus,4,36-45,Luxury,342,476,17,Tokelau,143450.71,No,Yes
7697,Mark Lambert,Form example total hit simply me indicate source.,Susanland,2,2021-04-20,1.11,160.61,4359,7.04,1563,Flight,14,60+,Family,424,13,7,Burundi,319262,No,Yes
7698,Brian Villarreal,View relationship standard former decade manage.,West Lisaport,15,2023-10-17,4.79,321.31,2295,1.78,457,Bus,4,60+,Romantic,778,368,18,Marshall Islands,271160.1,No,Yes
7699,Lee Snyder,Thus air nature daughter relationship.,Valdezview,20,2021-12-17,4.87,223.58,4908,1.64,1127,Flight,6,60+,Romantic,717,86,8,Cambodia,583464.52,Yes,No
7700,Rodney Brown,Management huge help they great fish describe.,Burkeburgh,10,2023-10-09,3.22,490.09,4657,5.59,953,Train,5,36-45,Solo,993,290,7,Bahamas,468190.95,Yes,Yes
7701,Tammy Wagner,Former likely group.,East Thomasport,11,2021-06-11,2.49,334.2,301,5.64,2798,Flight,12,46-60,Cultural,319,54,20,Cuba,712578.43,Yes,No
7702,William Dunn,Expert coach support.,Sandovalbury,20,2020-11-07,4.21,226.5,390,8.33,571,Flight,7,60+,Adventure,86,374,14,Svalbard & Jan Mayen Islands,761981.49,Yes,Yes
7703,Darlene Peterson,Sister nor check guess growth.,Port Cynthiatown,18,2020-08-29,1.67,323.15,4867,2.1,2955,Train,6,36-45,Budget,1825,259,3,Saint Lucia,679681.44,No,Yes
7704,Nicole Peterson,Across until poor condition recent hair such feel.,Simsberg,7,2022-06-02,1.18,196.8,1881,8.92,2310,Train,12,26-35,Solo,1851,403,8,Saudi Arabia,522593.89,No,Yes
7705,Michaela Rogers,Produce forget take member those.,Romeromouth,14,2023-02-20,3.15,338.51,3096,3.68,463,Bicycle,8,36-45,Romantic,41,423,24,Bhutan,998949.16,Yes,Yes
7706,Jared Hall,Plant natural young clear.,New Deborah,3,2021-07-04,3.58,65.07,2964,7.9,1833,Car,11,26-35,Family,634,278,2,Pakistan,641672.79,Yes,Yes
7707,Matthew Nixon,Be those ever organization treatment former.,Thompsonside,10,2023-03-24,4.34,355.14,4499,6.53,2414,Train,3,60+,Family,1133,463,29,Estonia,760492.47,No,No
7708,Robert Rubio,Own occur heavy.,Dennischester,1,2022-01-05,3.08,247.54,4524,1.96,1585,Car,13,60+,Romantic,1770,328,19,New Zealand,295715.6,Yes,No
7709,Angela Morrison,International all within sometimes room hospital.,Wardmouth,20,2020-11-21,4.17,369.39,4698,9.33,1998,Car,4,18-25,Solo,641,413,18,Slovakia (Slovak Republic),996060.32,Yes,Yes
7710,Melissa Lozano,Candidate safe market money chance line.,Jonathanside,17,2020-11-15,2.6,113.34,2366,8.73,2108,Car,12,46-60,Budget,20,470,27,Kazakhstan,98964.13,No,No
7711,Louis Chapman,Above above level institution short score vote idea.,Nicoleville,11,2024-05-12,4.59,252.01,1810,1.36,653,Car,12,36-45,Budget,1805,53,12,Belize,247442.26,Yes,Yes
7712,Sharon Mercado,Science edge billion interesting late fast.,Jonathanland,3,2020-02-14,1.83,362.48,1683,3.78,2991,Train,6,60+,Family,1366,307,14,Uganda,379159.54,Yes,No
7713,Adam Mcknight,Plant health various throughout represent simple including.,Ashleybury,7,2023-06-22,3.95,364.33,630,8.51,665,Flight,10,60+,Adventure,1212,186,27,Dominican Republic,207655.7,No,Yes
7714,Maurice Garcia,Pass not so debate.,Scottmouth,5,2020-08-20,4.85,224.58,4099,1.47,1378,Bicycle,12,18-25,Family,569,358,14,Bhutan,551461.93,Yes,Yes
7715,Mr. Mario Bishop,Stay technology way everything skin.,New Andrew,5,2024-01-20,1.97,357.48,4362,3.32,1693,Train,14,46-60,Adventure,1813,478,12,Czech Republic,83744.55,No,Yes
7716,Laura Randolph,Power whatever concern fill.,Mcgeestad,15,2021-03-20,3.67,468.76,322,5.37,2035,Bus,6,46-60,Luxury,1380,182,25,Croatia,115406.67,Yes,Yes
7717,Stephen Abbott,Box table anyone improve city.,Mollytown,16,2020-03-09,1.42,236.32,1995,2.52,2151,Flight,5,18-25,Solo,886,403,14,Tanzania,202046.66,Yes,Yes
7718,Robert Stuart,Win message hard feeling.,North Monica,13,2023-11-10,3.85,207.08,3533,2.22,2180,Car,10,46-60,Romantic,1934,353,20,Nigeria,854367.29,Yes,Yes
7719,Gerald Kent,Mission black when mention see father.,Lake Pam,13,2023-05-08,4.35,267.44,4109,5.57,788,Flight,5,60+,Family,1777,444,25,Syrian Arab Republic,864368.31,No,Yes
7720,Barbara Savage,Image probably for crime reason think artist.,North Amyview,7,2022-03-15,1.44,496.9,4607,3.69,1007,Bus,3,26-35,Solo,1711,163,16,Russian Federation,371844.57,Yes,Yes
7721,Janice Bennett,Statement manage move.,Castroborough,5,2022-05-21,2.05,121.38,3511,2.28,2762,Car,3,26-35,Budget,204,288,5,Sri Lanka,18273.55,Yes,Yes
7722,Stephen Dixon,Traditional first federal next.,North Karenport,2,2021-06-22,3.37,74.82,451,6.98,533,Flight,5,60+,Adventure,1178,126,13,Uganda,231910.05,No,Yes
7723,Cynthia Ryan,Executive general wall month.,Manningberg,12,2020-10-20,2.58,399.09,546,5.16,922,Bicycle,14,26-35,Adventure,1534,132,15,Bahamas,618296.48,Yes,Yes
7724,Brian Schmidt,Hear water that heavy service back.,South Jonathan,1,2022-03-25,2.68,309.67,3840,4.26,2179,Bicycle,8,60+,Cultural,769,406,9,Palestinian Territory,809061.76,Yes,Yes
7725,Melanie Rivera,Usually method stop clear would.,South Robertland,20,2022-07-25,2.41,67.78,2077,7.3,387,Flight,3,60+,Luxury,916,28,11,Anguilla,59462.69,No,Yes
7726,Jennifer Ferrell,Whatever control morning.,Andrewshire,8,2023-02-13,1.13,429.58,862,6.88,2214,Flight,7,18-25,Family,621,258,16,United States Virgin Islands,781376.74,Yes,No
7727,Victoria Little,Almost person town election walk customer.,Ronaldchester,3,2021-09-18,4.54,309.23,3715,9.46,1860,Train,5,26-35,Solo,1918,334,9,Russian Federation,624005.96,Yes,No
7728,Brenda Riley,Congress hope per glass.,Roberthaven,9,2021-01-23,3.01,161.21,4390,2.17,853,Bus,7,36-45,Cultural,1926,434,5,Venezuela,490448.11,Yes,Yes
7729,Amanda Mitchell,Write hand national value condition wait law.,Christopherview,9,2023-04-27,4.88,351.49,1327,6.44,340,Flight,8,36-45,Family,31,164,17,Saint Pierre and Miquelon,847764.23,No,Yes
7730,Sharon Franklin,Major part natural soon television figure.,Danielchester,13,2022-11-13,1.2,356.24,3048,1.72,1798,Bus,6,18-25,Cultural,1602,300,21,Palau,832592.49,No,Yes
7731,Curtis Byrd,Word dog life wife move.,Velezfort,13,2021-09-14,1.59,175.8,3988,5.45,1015,Flight,7,36-45,Luxury,1513,181,26,Montenegro,610003.87,No,Yes
7732,Sarah Wong,Sound follow family sign seem control.,Alexandramouth,17,2023-08-31,3.09,381.96,3897,7.42,1903,Bus,3,46-60,Family,1506,424,10,Tuvalu,760911.54,No,Yes
7733,Mark Richardson,Certainly each people easy require among thought.,Kristenside,2,2024-07-13,2.64,90.85,3111,2.68,2173,Bicycle,11,36-45,Budget,271,472,19,Bhutan,112704.01,Yes,Yes
7734,Rebekah Swanson,Speak myself check back bank.,East Jacqueline,10,2021-11-27,3.36,498.71,541,4.77,1730,Train,3,46-60,Adventure,1811,24,26,Niger,917936.25,Yes,No
7735,Lisa Galvan,Similar couple where challenge will buy.,Johnsonfort,11,2020-10-14,2.91,72.53,4471,9.85,2395,Train,4,36-45,Budget,416,155,27,Indonesia,346762.6,No,No
7736,Henry Ryan,Skin play though ready dark far would.,North Ericburgh,6,2024-09-02,4.22,340.71,1991,9.45,2867,Bus,12,36-45,Cultural,1183,79,12,Cuba,370208.04,Yes,Yes
7737,Morgan Marshall,Huge thing television store investment.,Lake Angie,19,2021-12-11,3.28,272.64,2001,5.91,1581,Bicycle,3,60+,Romantic,835,111,5,Wallis and Futuna,631864.04,No,No
7738,Matthew Green,Agent worker in time camera draw sense.,Port Rachel,11,2023-12-19,1.29,292.45,1457,3.29,1705,Train,8,18-25,Adventure,1367,394,10,Vanuatu,661281.8,Yes,Yes
7739,Nicholas Evans,Politics action their partner.,Lake David,14,2022-11-19,4.57,349.82,1424,4.76,2668,Bus,6,36-45,Budget,1546,248,24,Morocco,869991.46,Yes,Yes
7740,Theodore Park,Interesting laugh seem cause detail rise community.,Reyeston,20,2020-12-11,1.59,482.64,977,5.36,1808,Car,3,36-45,Solo,1919,282,19,Jordan,895492.75,Yes,No
7741,Lori Wright,With certainly modern skill agree investment.,Mariachester,9,2020-02-10,4.69,227.07,4000,9.57,2773,Train,8,36-45,Family,661,474,17,Saint Lucia,779657.06,No,Yes
7742,Valerie Perry DVM,Three until door camera concern get.,Port Dawn,8,2020-03-06,2.56,358.58,3720,2.83,1595,Car,11,18-25,Adventure,426,105,4,Egypt,221864.85,No,Yes
7743,Lorraine Reed,Feel after dream film.,Joyceville,9,2023-07-02,2.77,248.78,1374,7.08,445,Bus,9,60+,Solo,226,262,3,Malta,686589.45,Yes,Yes
7744,Shannon Mitchell,Assume market fall my low also.,South Katelynberg,12,2020-10-25,4.68,499.62,306,4.93,2263,Flight,8,18-25,Cultural,266,124,22,Italy,987713.61,No,No
7745,Donald Stevens,Share side man reflect return town.,Lake Kyle,14,2023-10-05,2.95,229.09,4491,2.77,626,Car,12,36-45,Budget,280,173,4,Tokelau,854950.64,Yes,Yes
7746,Theresa Parker,Identify husband rock but how.,Danielstad,6,2021-10-12,2.73,96.15,2636,1.35,2914,Car,14,36-45,Budget,351,22,26,Bhutan,881997.9,Yes,No
7747,Levi Brennan,Follow entire any focus once.,West Scott,18,2022-02-12,4,122.1,516,5.38,2418,Flight,14,36-45,Solo,1692,163,7,Tokelau,548690.23,Yes,Yes
7748,Anthony Olson,Gun bill thus may more majority.,North Johnburgh,8,2022-08-17,3.16,231.85,1197,4.07,715,Car,12,18-25,Luxury,1082,264,19,Philippines,321926.64,Yes,No
7749,Daniel Flores,Although century could.,Lawrenceberg,1,2024-05-14,4.37,282.02,111,4.37,825,Bus,13,26-35,Luxury,361,20,29,United Arab Emirates,119394.85,Yes,Yes
7750,Dr. Diana Williams MD,Around teacher interesting involve station.,Bowmanbury,1,2020-04-01,4.46,405.51,3537,6.51,2695,Bus,4,26-35,Solo,96,226,19,Cambodia,887135.41,No,No
7751,Michael Gardner,Hope north hand civil everybody rule.,Lake Danielletown,17,2021-08-27,2.29,414.89,4414,2.18,1540,Train,5,18-25,Budget,1844,429,18,United States Virgin Islands,188485.42,Yes,No
7752,Christopher Mckinney,South measure only enter state conference.,Carlosbury,11,2022-08-06,4.2,373.7,1801,5.82,1806,Bus,10,18-25,Adventure,1995,274,19,Saudi Arabia,714620.8,Yes,Yes
7753,Randy Moses,Data commercial if learn store full gun.,Leahland,6,2024-06-09,3.36,201.35,1839,6.96,591,Train,6,26-35,Luxury,1219,104,29,Kiribati,783555.59,Yes,Yes
7754,Makayla Miller,Series church door official act listen.,New Jeffery,6,2024-09-14,1.23,96.53,2523,2.39,1619,Flight,6,26-35,Cultural,1674,60,12,Suriname,11888.15,No,Yes
7755,Francis Rangel,Member money reality sister.,New Monicashire,10,2024-07-16,4.65,234.3,2613,7.34,2471,Bus,4,26-35,Romantic,1559,302,17,South Africa,406180.77,No,No
7756,Nicholas Williams,New never century type ever state.,New Kayla,20,2023-05-17,4.69,312.88,1267,5.79,2233,Bicycle,13,46-60,Cultural,1437,331,11,Nigeria,888868.74,Yes,No
7757,Daniel Odonnell,Field really end item huge experience.,New Jacquelinestad,5,2024-01-12,3.59,446.21,3530,8.74,2710,Flight,8,18-25,Cultural,452,304,21,British Indian Ocean Territory (Chagos Archipelago),669759.9,Yes,Yes
7758,Jeanette Blake,Serve idea pay would.,New Erin,14,2020-03-12,1.8,248.62,3678,8.75,1586,Bicycle,8,26-35,Cultural,222,315,18,France,5924.95,No,No
7759,Gregory Hernandez,Customer say save day church mention possible however.,Shirleyhaven,15,2021-12-22,2.7,101.03,248,1.95,658,Flight,4,36-45,Luxury,1855,268,14,British Virgin Islands,677743.88,Yes,Yes
7760,Jason Brock,Pattern risk yet if occur.,Benjaminberg,10,2020-02-16,1.16,214.11,2312,1.9,2042,Train,10,36-45,Family,214,383,17,Cambodia,496610.95,No,No
7761,David Morgan,Town culture outside especially even certain hot.,North Derekbury,8,2021-05-22,1.58,316.42,976,9.55,2763,Flight,11,26-35,Family,76,102,8,Bolivia,373420.43,No,Yes
7762,Brandi Thompson,Democrat property herself glass light little stand.,Katherinemouth,13,2023-12-17,1.2,144.91,344,1.41,2643,Car,12,36-45,Budget,1783,88,27,Falkland Islands (Malvinas),876411.07,No,Yes
7763,David Russell,Heart since allow fill.,Tamaramouth,12,2022-09-09,3.23,380.33,2700,2.72,438,Car,11,46-60,Budget,1545,216,2,Slovenia,414627.2,No,Yes
7764,Brady Austin,What product full wrong.,South James,16,2023-05-02,1.42,99.88,1185,9.26,1008,Train,9,18-25,Cultural,1103,219,2,Hungary,48664.48,Yes,Yes
7765,Luke Hayes,Cold marriage middle institution.,North Amanda,14,2021-10-04,1.52,314.05,1503,2.7,1633,Flight,12,36-45,Family,1740,53,5,Somalia,442312.34,No,Yes
7766,Alexander Lin,Cell week population rule unit nearly.,Martinchester,9,2021-09-18,4.54,394.22,1006,3.14,1967,Train,13,46-60,Solo,1303,471,20,Paraguay,981468,Yes,Yes
7767,Martin West,Already sit home that.,North Hannah,3,2022-08-05,3.49,121.02,1489,8.66,2914,Flight,10,46-60,Luxury,763,329,29,Burundi,894741.11,Yes,Yes
7768,Katie Stewart,Catch phone bar.,North David,4,2024-08-24,1.5,497.16,561,2.9,301,Car,5,36-45,Cultural,616,142,16,Mozambique,263234.18,No,Yes
7769,Mrs. Kim Simpson,Shake off raise upon.,West Angelatown,14,2023-09-03,4.76,50.84,4697,4.39,2122,Flight,9,18-25,Adventure,1462,252,16,Rwanda,290357.06,Yes,Yes
7770,Cynthia Brown,Matter system item smile with charge purpose positive.,New James,16,2024-06-24,2.13,86.87,498,7.65,2450,Flight,3,18-25,Luxury,1433,82,2,Anguilla,147507.27,No,No
7771,Martin Jackson,Worker trip just everybody community what.,Wilsonside,17,2021-05-13,2.98,266.05,841,7.88,2857,Bus,4,18-25,Solo,114,16,10,Netherlands Antilles,580770.81,Yes,Yes
7772,Lindsey Mueller,Walk bring stop.,Davisland,7,2021-07-18,4.18,169.09,4382,4.81,887,Bicycle,13,46-60,Family,1148,103,13,Venezuela,900538.77,Yes,Yes
7773,Joanna Garcia,Serious authority vote let anything action.,West Natalie,17,2023-05-06,1.81,72.93,4383,8.68,1090,Bicycle,14,18-25,Romantic,424,458,7,Qatar,48081.68,Yes,Yes
7774,Andre Williams,Hour available no seek usually.,Markbury,19,2023-08-07,2.15,289.17,4600,3.77,1466,Train,5,18-25,Adventure,1347,441,11,Kenya,877059.05,Yes,Yes
7775,Andrea Foster,Able grow red hard.,Brownview,2,2022-12-06,3.77,266.58,233,3.05,841,Bus,6,26-35,Solo,59,306,21,Saint Vincent and the Grenadines,441369.3,Yes,Yes
7776,Angela Miller,Live condition commercial really nature.,Reneeshire,9,2021-06-10,1.03,163.53,2038,1.71,2423,Bus,14,46-60,Budget,800,170,13,Yemen,182697.16,No,Yes
7777,Catherine Mullen,Admit professor cost point style one spring.,Natashaburgh,7,2021-02-23,2.29,158.38,3453,6.17,499,Car,12,26-35,Budget,97,477,28,Seychelles,503878.9,Yes,Yes
7778,Kevin Williams,Thousand foot trade.,New Melindaville,12,2024-02-04,1.06,81.75,735,6.29,1333,Bus,13,18-25,Luxury,406,218,22,Saint Barthelemy,739927.55,Yes,No
7779,Jessica Hunter,Test forget who result throughout.,West Ronnie,18,2023-03-18,3.7,212.85,3755,5.66,1641,Bicycle,9,46-60,Luxury,1913,310,3,Ghana,356225.4,Yes,No
7780,Courtney Quinn,Enter security bill amount.,Port Donaldberg,14,2020-05-16,2.17,241.91,3002,6.14,2611,Bicycle,3,46-60,Family,507,447,18,Paraguay,64289.59,Yes,Yes
7781,Susan Wheeler,Represent place share avoid under.,North Kyle,4,2021-12-24,3.05,492.9,2128,5.08,2655,Bicycle,14,18-25,Cultural,1351,349,27,Puerto Rico,800064.92,Yes,Yes
7782,Austin Anderson,Suffer gun newspaper then finally throw.,Port Brenda,10,2021-11-23,2.88,267.11,3299,1.88,763,Bicycle,3,26-35,Adventure,471,149,28,Germany,949561.6,No,Yes
7783,Stephen Griffin Jr.,He money today.,Jeffhaven,9,2021-06-07,4.91,193.59,4121,4.86,2560,Car,9,18-25,Adventure,1237,205,29,Cocos (Keeling) Islands,396620.06,No,Yes
7784,Scott Garcia,Result business half everybody nation.,West Brookebury,11,2022-04-08,1.97,133.3,3542,3.25,1274,Train,7,26-35,Luxury,1174,144,23,Korea,323140.74,Yes,Yes
7785,Eileen Fischer,Rule fear deal minute statement particular by write.,South Mark,13,2020-07-31,3.49,408.25,2456,6.94,363,Bicycle,10,18-25,Romantic,674,316,20,Tunisia,752710.87,No,Yes
7786,Jennifer Bowers,Effort around six job himself strategy lawyer role.,Deborahland,15,2021-03-07,1.67,185.04,4700,3.49,1540,Flight,8,26-35,Adventure,1876,433,16,Sierra Leone,599065.02,Yes,Yes
7787,Stephen Lynch,A industry what skin music.,Osbornechester,3,2021-09-20,2.99,464.1,157,8.24,2245,Flight,4,60+,Budget,1177,318,9,Ukraine,984392.85,Yes,Yes
7788,Sarah Morales,Table it structure during suggest.,Sanchezchester,10,2021-05-21,2.84,407.35,4806,9.84,873,Bicycle,4,60+,Solo,559,217,28,Mayotte,376102.89,No,Yes
7789,James Brown,Ago red else early.,Coffeyville,11,2023-05-10,4.3,391.69,285,3.05,2459,Train,8,36-45,Luxury,190,62,23,Maldives,360174.66,Yes,Yes
7790,Michaela Moore,Above wife ago upon.,West Samuel,8,2024-07-21,1.59,324.48,1384,2.33,1715,Car,6,18-25,Adventure,1362,260,27,Andorra,295335.77,Yes,Yes
7791,Jennifer Kennedy,Line than able suddenly back ok.,Ryanside,9,2021-07-11,1.07,155.31,3174,8.29,2740,Bicycle,8,60+,Budget,883,12,13,Syrian Arab Republic,489885.48,Yes,Yes
7792,Anne Johnson,However yes leg economy training subject store.,Kellyhaven,8,2021-11-27,4.06,244.23,2737,4.3,716,Car,10,36-45,Cultural,1389,238,23,Saint Kitts and Nevis,978757.25,Yes,No
7793,Kevin Higgins,Game rule gas task run adult so upon.,Port Gina,18,2020-08-15,4.89,469.95,1230,3.62,2258,Car,8,60+,Family,1356,342,8,Yemen,994342.61,Yes,Yes
7794,Austin Richardson,Republican give agency part less woman.,North Rebeccaside,3,2022-01-20,2.36,260.8,3133,3.03,1613,Bicycle,14,46-60,Cultural,57,146,2,Saint Pierre and Miquelon,657251.42,Yes,Yes
7795,Jacob Daniels,Chance skill four lead reveal base.,Courtneyshire,12,2022-11-05,3.24,346.75,2396,3.53,2783,Car,14,18-25,Adventure,687,360,18,Bhutan,167789.12,Yes,Yes
7796,Wyatt Rogers,Around cell throw audience stop box leg admit.,West Elizabethland,3,2021-08-12,4.27,105.7,4902,7.07,451,Bus,14,60+,Family,1226,480,17,Canada,195575.92,Yes,No
7797,Brett Morris,Save without air new.,North Christina,6,2022-06-06,2.89,269.41,4312,8.46,1482,Bus,14,18-25,Solo,1583,495,16,Bouvet Island (Bouvetoya),827153.71,No,No
7798,Christopher Taylor,Trouble radio practice Democrat machine manager.,Maryfurt,2,2021-12-05,3.09,122.05,575,5.1,2127,Car,8,60+,Budget,962,343,20,Saint Helena,924869.53,Yes,Yes
7799,Jessica Trevino,Tell public think real so forward hand.,Juarezborough,18,2022-09-15,1.19,142.52,4812,5.69,1745,Bus,10,36-45,Solo,897,386,20,Spain,319728.47,No,Yes
7800,Jeffrey Nelson,She various white.,Sydneybury,20,2024-08-24,4.55,369.48,787,7.94,1813,Flight,4,26-35,Budget,1157,401,7,Samoa,420461.21,No,Yes
7801,Gina Davenport,Meeting turn art no better.,Patrickfurt,19,2020-12-07,4.94,222.64,366,2.4,2048,Car,12,36-45,Family,1827,316,4,Luxembourg,779263.61,Yes,Yes
7802,Cindy Hamilton,At physical long marriage sign.,South Tracy,16,2024-01-15,1.72,393.05,2298,8.67,1370,Car,11,26-35,Luxury,383,476,7,South Africa,787144.09,No,Yes
7803,Thomas King,Cultural green note those but certain.,Lake Jennifer,16,2023-02-19,4.53,125.13,2229,9.04,599,Car,9,18-25,Romantic,1393,276,18,Ecuador,107456.69,No,No
7804,Amber Norris,Skill century as he world mind risk.,Lake Susanhaven,12,2024-06-13,1.77,272.05,970,8.68,2983,Car,4,18-25,Cultural,344,21,18,British Indian Ocean Territory (Chagos Archipelago),221284.6,No,Yes
